"CLOSE_DEF_PERSON_ID","GP","G","DEFENSE_CATEGORY","FREQ","D_FGM","D_FGA","D_FG_PCT","NORMAL_FG_PCT","PCT_PLUSMINUS","DEF_PERSON_NAME"
"203492","28","25","2 Pointers","0.679","1.50","3.25","0.462","0.476","-0.015","Ray McCallum"
"203492","28","18","Less Than 6 Ft","0.224","0.57","1.07","0.533","0.598","-0.065","Ray McCallum"
"203492","28","22","Less Than 10 Ft","0.381","0.89","1.82","0.490","0.539","-0.049","Ray McCallum"
"203492","28","24","Greater Than 15 Ft","0.493","0.93","2.36","0.394","0.357"," 0.036","Ray McCallum"
"1495","60","60","Overall","1.000","4.90","11.12","0.441","0.474","-0.033","Tim Duncan"
"1495","60","29","3 Pointers","0.064","0.25"," 0.72","0.349","0.349","-0.001","Tim Duncan"
"1495","60","60","2 Pointers","0.936","4.65","10.40","0.447","0.498","-0.051","Tim Duncan"
"1495","60","59","Less Than 6 Ft","0.442","2.63"," 4.92","0.536","0.601","-0.066","Tim Duncan"
"1495","60","60","Less Than 10 Ft","0.619","3.28"," 6.88","0.477","0.545","-0.068","Tim Duncan"
"1495","60","57","Greater Than 15 Ft","0.268","1.10"," 2.98","0.369","0.374","-0.005","Tim Duncan"
"2225","72","72","Overall","1.000","3.60","8.10","0.444","0.441"," 0.004","Tony Parker"
"2225","72","63","3 Pointers","0.312","0.89","2.53","0.352","0.365","-0.013","Tony Parker"
"2225","72","71","2 Pointers","0.688","2.71","5.57","0.486","0.479"," 0.008","Tony Parker"
"2225","72","54","Less Than 6 Ft","0.166","0.94","1.35","0.701","0.595"," 0.106","Tony Parker"
"2225","72","63","Less Than 10 Ft","0.278","1.28","2.25","0.568","0.533"," 0.035","Tony Parker"
"2225","72","69","Greater Than 15 Ft","0.597","1.92","4.83","0.397","0.379"," 0.017","Tony Parker"
"203460","70","70","Overall","1.000","3.20","7.76","0.413","0.444","-0.032","Andre Roberson"
"203460","70","61","3 Pointers","0.285","0.71","2.21","0.323","0.362","-0.039","Andre Roberson"
"203460","70","70","2 Pointers","0.715","2.49","5.54","0.448","0.485","-0.036","Andre Roberson"
"203460","70","65","Less Than 6 Ft","0.282","1.33","2.19","0.608","0.607"," 0.001","Andre Roberson"
"203460","70","69","Less Than 10 Ft","0.407","1.71","3.16","0.543","0.544","-0.001","Andre Roberson"
"203460","70","68","Greater Than 15 Ft","0.508","1.26","3.94","0.319","0.379","-0.060","Andre Roberson"
"201627","60","60","Overall","1.000","2.05","4.50","0.456","0.431","0.024","Anthony Morrow"
"201627","60","50","3 Pointers","0.448","0.68","2.02","0.339","0.337","0.002","Anthony Morrow"
"201627","60","55","2 Pointers","0.552","1.37","2.48","0.550","0.484","0.066","Anthony Morrow"
"201627","60","43","Less Than 6 Ft","0.270","0.77","1.22","0.630","0.583","0.048","Anthony Morrow"
"201627","60","51","Less Than 10 Ft","0.367","0.97","1.65","0.586","0.534","0.052","Anthony Morrow"
"201627","60","54","Greater Than 15 Ft","0.585","1.00","2.63","0.380","0.351","0.028","Anthony Morrow"
"1626166","49","49","Overall","1.000","2.20","4.84","0.456","0.434","0.021","Cameron Payne"
"1626166","49","37","3 Pointers","0.333","0.63","1.61","0.392","0.345","0.048","Cameron Payne"
"1626166","49","45","2 Pointers","0.667","1.57","3.22","0.487","0.474","0.013","Cameron Payne"
"1626166","49","36","Less Than 6 Ft","0.266","0.92","1.29","0.714","0.582","0.132","Cameron Payne"
"1626166","49","42","Less Than 10 Ft","0.397","1.12","1.92","0.585","0.524","0.061","Cameron Payne"
"1626166","49","42","Greater Than 15 Ft","0.519","0.92","2.51","0.366","0.366","0.000","Cameron Payne"
"201571","62","62","Overall","1.000","2.61","5.42","0.482","0.431","0.051","D.J. Augustin"
"201571","62","54","3 Pointers","0.402","0.76","2.18","0.348","0.345","0.003","D.J. Augustin"
"201571","62","58","2 Pointers","0.598","1.85","3.24","0.572","0.478","0.094","D.J. Augustin"
"201571","62","42","Less Than 6 Ft","0.238","1.02","1.29","0.788","0.604","0.184","D.J. Augustin"
"201571","62","51","Less Than 10 Ft","0.342","1.27","1.85","0.687","0.537","0.150","D.J. Augustin"
"201571","62","59","Greater Than 15 Ft","0.563","1.10","3.05","0.360","0.360","0.000","D.J. Augustin"
"203079","78","78","Overall","1.000","3.64","8.45","0.431","0.437","-0.006","Dion Waiters"
"203079","78","73","3 Pointers","0.399","1.14","3.37","0.338","0.357","-0.018","Dion Waiters"
"203079","78","78","2 Pointers","0.601","2.50","5.08","0.492","0.481"," 0.012","Dion Waiters"
"203079","78","65","Less Than 6 Ft","0.240","1.22","2.03","0.601","0.599"," 0.003","Dion Waiters"
"203079","78","72","Less Than 10 Ft","0.354","1.59","2.99","0.532","0.540","-0.008","Dion Waiters"
"203079","78","77","Greater Than 15 Ft","0.554","1.69","4.68","0.362","0.369","-0.007","Dion Waiters"
"202683","82","82","Overall","1.000","4.34","9.37","0.464","0.467","-0.004","Enes Kanter"
"202683","82","51","3 Pointers","0.121","0.44","1.13","0.387","0.357"," 0.030","Enes Kanter"
"202683","82","82","2 Pointers","0.879","3.90","8.23","0.474","0.497","-0.023","Enes Kanter"
"202683","82","77","Less Than 6 Ft","0.438","2.33","4.10","0.568","0.604","-0.036","Enes Kanter"
"202683","82","82","Less Than 10 Ft","0.618","3.02","5.79","0.522","0.548","-0.026","Enes Kanter"
"202683","82","79","Greater Than 15 Ft","0.307","1.12","2.88","0.390","0.379"," 0.011","Enes Kanter"
"203962","5","5","Overall","1.000","1.8","4.2","0.429","0.438","-0.010","Josh Huestis"
"203962","5","2","3 Pointers","0.143","0.4","0.6","0.667","0.374"," 0.293","Josh Huestis"
"203962","5","5","2 Pointers","0.857","1.4","3.6","0.389","0.491","-0.102","Josh Huestis"
"203962","5","3","Less Than 6 Ft","0.286","0.4","1.2","0.333","0.614","-0.280","Josh Huestis"
"203962","5","4","Less Than 10 Ft","0.476","0.6","2.0","0.300","0.557","-0.257","Josh Huestis"
"203962","5","3","Greater Than 15 Ft","0.238","0.4","1.0","0.400","0.375"," 0.025","Josh Huestis"
"201142","72","72","Overall","1.000","4.43","11.50","0.385","0.449","-0.063","Kevin Durant"
"201142","72","69","3 Pointers","0.359","1.11"," 4.13","0.269","0.348","-0.078","Kevin Durant"
"201142","72","71","2 Pointers","0.641","3.32"," 7.38","0.450","0.493","-0.043","Kevin Durant"
"201142","72","69","Less Than 6 Ft","0.278","1.85"," 3.19","0.578","0.606","-0.027","Kevin Durant"
"201142","72","71","Less Than 10 Ft","0.372","2.22"," 4.28","0.519","0.552","-0.033","Kevin Durant"
"201142","72","72","Greater Than 15 Ft","0.556","1.86"," 6.39","0.291","0.366","-0.074","Kevin Durant"
"202713","64","64","Overall","1.000","2.61","5.50","0.474","0.448"," 0.027","Kyle Singler"
"202713","64","46","3 Pointers","0.284","0.53","1.56","0.340","0.356","-0.016","Kyle Singler"
"202713","64","62","2 Pointers","0.716","2.08","3.94","0.528","0.492"," 0.036","Kyle Singler"
"202713","64","50","Less Than 6 Ft","0.349","1.19","1.92","0.618","0.600"," 0.018","Kyle Singler"
"202713","64","58","Less Than 10 Ft","0.494","1.59","2.72","0.586","0.546"," 0.040","Kyle Singler"
"202713","64","54","Greater Than 15 Ft","0.423","0.88","2.33","0.376","0.369"," 0.007","Kyle Singler"
"203956","13","13","Overall","1.000","1.00","2.46","0.406","0.466","-0.060","Mitch McGary"
"203956","13"," 5","3 Pointers","0.219","0.15","0.54","0.286","0.326","-0.040","Mitch McGary"
"203956","13","12","2 Pointers","0.781","0.85","1.92","0.440","0.488","-0.048","Mitch McGary"
"203956","13"," 8","Less Than 6 Ft","0.438","0.62","1.08","0.571","0.605","-0.034","Mitch McGary"
"203956","13","11","Less Than 10 Ft","0.594","0.69","1.46","0.474","0.530","-0.056","Mitch McGary"
"203956","13"," 8","Greater Than 15 Ft","0.375","0.23","0.92","0.250","0.383","-0.133","Mitch McGary"
"1737","4","4","Overall","1.000","0.75","1.75","0.429","0.408"," 0.021","Nazr Mohammed"
"1737","4","1","3 Pointers","0.143","0.00","0.25","0.000","0.333","-0.333","Nazr Mohammed"
"1737","4","4","2 Pointers","0.857","0.75","1.50","0.500","0.412"," 0.089","Nazr Mohammed"
"1737","4","4","Less Than 6 Ft","0.714","0.75","1.25","0.600","0.549"," 0.051","Nazr Mohammed"
"1737","4","4","Less Than 10 Ft","0.714","0.75","1.25","0.600","0.493"," 0.107","Nazr Mohammed"
"1737","4","2","Greater Than 15 Ft","0.286","0.00","0.50","0.000","0.291","-0.291","Nazr Mohammed"
"2555","59","59","Overall","1.000","2.17","4.75","0.457","0.457"," 0.000","Nick Collison"
"2555","59","32","3 Pointers","0.189","0.36","0.90","0.396","0.346"," 0.050","Nick Collison"
"2555","59","58","2 Pointers","0.811","1.81","3.85","0.471","0.492","-0.020","Nick Collison"
"2555","59","49","Less Than 6 Ft","0.375","1.03","1.78","0.581","0.599","-0.018","Nick Collison"
"2555","59","53","Less Than 10 Ft","0.496","1.22","2.36","0.518","0.542","-0.024","Nick Collison"
"2555","59","47","Greater Than 15 Ft","0.411","0.71","1.95","0.365","0.376","-0.011","Nick Collison"
"200751","79","79","Overall","1.000","2.62","6.18","0.424","0.437","-0.013","Randy Foye"
"200751","79","66","3 Pointers","0.332","0.70","2.05","0.340","0.349","-0.009","Randy Foye"
"200751","79","77","2 Pointers","0.668","1.92","4.13","0.466","0.482","-0.016","Randy Foye"
"200751","79","63","Less Than 6 Ft","0.232","0.89","1.43","0.619","0.599"," 0.021","Randy Foye"
"200751","79","71","Less Than 10 Ft","0.357","1.27","2.20","0.575","0.538"," 0.036","Randy Foye"
"200751","79","75","Greater Than 15 Ft","0.531","1.09","3.28","0.332","0.365","-0.033","Randy Foye"
"201566","80","80","Overall","1.000","3.48","7.48","0.465","0.448","0.016","Russell Westbrook"
"201566","80","75","3 Pointers","0.366","1.04","2.74","0.379","0.367","0.012","Russell Westbrook"
"201566","80","78","2 Pointers","0.634","2.44","4.74","0.515","0.490","0.025","Russell Westbrook"
"201566","80","71","Less Than 6 Ft","0.286","1.40","2.14","0.655","0.609","0.046","Russell Westbrook"
"201566","80","74","Less Than 10 Ft","0.375","1.68","2.80","0.598","0.550","0.049","Russell Westbrook"
"201566","80","79","Greater Than 15 Ft","0.555","1.63","4.15","0.392","0.380","0.012","Russell Westbrook"
"201586","78","78","Overall","1.000","6.81","15.12","0.450","0.460","-0.009","Serge Ibaka"
"201586","78","75","3 Pointers","0.221","1.21"," 3.35","0.360","0.348"," 0.012","Serge Ibaka"
"201586","78","78","2 Pointers","0.779","5.60","11.77","0.476","0.495","-0.019","Serge Ibaka"
"201586","78","78","Less Than 6 Ft","0.426","3.51"," 6.44","0.546","0.600","-0.055","Serge Ibaka"
"201586","78","78","Less Than 10 Ft","0.535","4.15"," 8.09","0.513","0.546","-0.032","Serge Ibaka"
"201586","78","77","Greater Than 15 Ft","0.418","2.31"," 6.32","0.365","0.371","-0.006","Serge Ibaka"
"200779","7","7","Overall","1.00","1.29","2.86","0.450","0.420"," 0.030","Steve Novak"
"200779","7","4","3 Pointers","0.45","0.29","1.29","0.222","0.372","-0.149","Steve Novak"
"200779","7","6","2 Pointers","0.55","1.00","1.57","0.636","0.457"," 0.179","Steve Novak"
"200779","7","6","Less Than 6 Ft","0.40","0.71","1.14","0.625","0.543"," 0.082","Steve Novak"
"200779","7","6","Less Than 10 Ft","0.50","0.86","1.43","0.600","0.469"," 0.131","Steve Novak"
"200779","7","4","Greater Than 15 Ft","0.50","0.43","1.43","0.300","0.382","-0.082","Steve Novak"
"203500","79","79","Overall","1.000","5.57","13.25","0.420","0.473","-0.052","Steven Adams"
"203500","79","68","3 Pointers","0.159","0.68"," 2.10","0.325","0.354","-0.028","Steven Adams"
"203500","79","79","2 Pointers","0.841","4.89","11.15","0.438","0.503","-0.065","Steven Adams"
"203500","79","78","Less Than 6 Ft","0.398","2.89"," 5.28","0.547","0.607","-0.061","Steven Adams"
"203500","79","79","Less Than 10 Ft","0.553","3.49"," 7.33","0.477","0.551","-0.075","Steven Adams"
"203500","79","79","Greater Than 15 Ft","0.376","1.70"," 4.99","0.340","0.380","-0.040","Steven Adams"
"203461","12","12","Overall","1.000","1.58","2.50","0.633","0.439","0.195","Anthony Bennett"
"203461","12"," 9","3 Pointers","0.400","0.50","1.00","0.500","0.343","0.157","Anthony Bennett"
"203461","12"," 9","2 Pointers","0.600","1.08","1.50","0.722","0.484","0.238","Anthony Bennett"
"203461","12"," 7","Less Than 6 Ft","0.267","0.67","0.67","1.000","0.637","0.363","Anthony Bennett"
"203461","12"," 9","Less Than 10 Ft","0.333","0.75","0.83","0.900","0.556","0.344","Anthony Bennett"
"203461","12","10","Greater Than 15 Ft","0.600","0.75","1.50","0.500","0.377","0.123","Anthony Bennett"
"202687","81","81","Overall","1.000","4.25","9.73","0.437","0.463","-0.026","Bismack Biyombo"
"202687","81","48","3 Pointers","0.115","0.38","1.12","0.341","0.341","-0.001","Bismack Biyombo"
"202687","81","81","2 Pointers","0.885","3.86","8.60","0.449","0.493","-0.044","Bismack Biyombo"
"202687","81","80","Less Than 6 Ft","0.519","2.51","5.05","0.496","0.598","-0.102","Bismack Biyombo"
"202687","81","81","Less Than 10 Ft","0.681","3.01","6.63","0.454","0.545","-0.091","Bismack Biyombo"
"202687","81","68","Greater Than 15 Ft","0.240","0.96","2.33","0.413","0.376"," 0.037","Bismack Biyombo"
"203998","1","1","Overall","1.000","5","11","0.455","0.429"," 0.025","Bruno Caboclo"
"203998","1","1","3 Pointers","0.182","0"," 2","0.000","0.342","-0.342","Bruno Caboclo"
"203998","1","1","2 Pointers","0.818","5"," 9","0.556","0.458"," 0.098","Bruno Caboclo"
"203998","1","1","Less Than 6 Ft","0.636","5"," 7","0.714","0.564"," 0.150","Bruno Caboclo"
"203998","1","1","Less Than 10 Ft","0.727","5"," 8","0.625","0.518"," 0.108","Bruno Caboclo"
"203998","1","1","Greater Than 15 Ft","0.273","0"," 3","0.000","0.356","-0.356","Bruno Caboclo"
"202709","79","79","Overall","1.000","3.77","8.95","0.421","0.435","-0.014","Cory Joseph"
"202709","79","72","3 Pointers","0.313","0.96","2.80","0.344","0.350","-0.006","Cory Joseph"
"202709","79","79","2 Pointers","0.687","2.81","6.15","0.457","0.476","-0.019","Cory Joseph"
"202709","79","65","Less Than 6 Ft","0.236","1.28","2.11","0.605","0.593"," 0.012","Cory Joseph"
"202709","79","73","Less Than 10 Ft","0.344","1.62","3.08","0.527","0.538","-0.011","Cory Joseph"
"202709","79","79","Greater Than 15 Ft","0.550","1.80","4.92","0.365","0.365"," 0.000","Cory Joseph"
"201942","77","77","Overall","1.000","3.91","8.26","0.473","0.442","0.031","DeMar DeRozan"
"201942","77","76","3 Pointers","0.376","1.26","3.10","0.406","0.352","0.054","DeMar DeRozan"
"201942","77","75","2 Pointers","0.624","2.65","5.16","0.514","0.487","0.027","DeMar DeRozan"
"201942","77","61","Less Than 6 Ft","0.215","1.26","1.78","0.708","0.618","0.090","DeMar DeRozan"
"201942","77","68","Less Than 10 Ft","0.310","1.55","2.56","0.604","0.556","0.048","DeMar DeRozan"
"201942","77","77","Greater Than 15 Ft","0.588","1.97","4.86","0.406","0.367","0.040","DeMar DeRozan"
"201960","26","26","Overall","1.000","4.92","10.81","0.456","0.452"," 0.003","DeMarre Carroll"
"201960","26","23","3 Pointers","0.352","1.35"," 3.81","0.354","0.366","-0.013","DeMarre Carroll"
"201960","26","26","2 Pointers","0.648","3.58"," 7.00","0.511","0.498"," 0.013","DeMarre Carroll"
"201960","26","22","Less Than 6 Ft","0.238","1.69"," 2.58","0.657","0.614"," 0.043","DeMarre Carroll"
"201960","26","24","Less Than 10 Ft","0.331","2.23"," 3.58","0.624","0.556"," 0.067","DeMarre Carroll"
"201960","26","24","Greater Than 15 Ft","0.591","2.31"," 6.38","0.361","0.381","-0.019","DeMarre Carroll"
"1626153","18","18","Overall","1.000","1.44","3.50","0.413","0.423","-0.010","Delon Wright"
"1626153","18","13","3 Pointers","0.413","0.50","1.44","0.346","0.345"," 0.001","Delon Wright"
"1626153","18","13","2 Pointers","0.587","0.94","2.06","0.459","0.465","-0.006","Delon Wright"
"1626153","18"," 9","Less Than 6 Ft","0.254","0.50","0.89","0.563","0.591","-0.029","Delon Wright"
"1626153","18","11","Less Than 10 Ft","0.349","0.61","1.22","0.500","0.518","-0.018","Delon Wright"
"1626153","18","15","Greater Than 15 Ft","0.619","0.78","2.17","0.359","0.357"," 0.002","Delon Wright"
"201949","56","56","Overall","1.000","2.48","5.88","0.422","0.451","-0.028","James Johnson"
"201949","56","45","3 Pointers","0.322","0.77","1.89","0.406","0.345"," 0.061","James Johnson"
"201949","56","51","2 Pointers","0.678","1.71","3.98","0.430","0.491","-0.060","James Johnson"
"201949","56","38","Less Than 6 Ft","0.219","0.71","1.29","0.556","0.613","-0.057","James Johnson"
"201949","56","40","Less Than 10 Ft","0.359","0.95","2.11","0.449","0.557","-0.107","James Johnson"
"201949","56","52","Greater Than 15 Ft","0.523","1.27","3.07","0.413","0.368"," 0.045","James Johnson"
"201574","42","42","Overall","1.000","2.31","4.40","0.524","0.455","0.069","Jason Thompson"
"201574","42","21","3 Pointers","0.173","0.33","0.76","0.438","0.338","0.099","Jason Thompson"
"201574","42","40","2 Pointers","0.827","1.98","3.64","0.542","0.489","0.054","Jason Thompson"
"201574","42","35","Less Than 6 Ft","0.449","1.17","1.98","0.590","0.586","0.004","Jason Thompson"
"201574","42","37","Less Than 10 Ft","0.562","1.33","2.48","0.538","0.535","0.004","Jason Thompson"
"201574","42","32","Greater Than 15 Ft","0.357","0.76","1.57","0.485","0.365","0.119","Jason Thompson"
"202685","58","58","Overall","1.000","5.60","11.90","0.471","0.476","-0.005","Jonas Valanciunas"
"202685","58","42","3 Pointers","0.101","0.48"," 1.21","0.400","0.350"," 0.050","Jonas Valanciunas"
"202685","58","58","2 Pointers","0.899","5.12","10.69","0.479","0.502","-0.022","Jonas Valanciunas"
"202685","58","58","Less Than 6 Ft","0.475","3.21"," 5.66","0.567","0.608","-0.041","Jonas Valanciunas"
"202685","58","58","Less Than 10 Ft","0.646","3.95"," 7.69","0.513","0.555","-0.041","Jonas Valanciunas"
"202685","58","57","Greater Than 15 Ft","0.281","1.31"," 3.34","0.392","0.382"," 0.010","Jonas Valanciunas"
"200768","75","75","Overall","1.000","4.71","10.72","0.439","0.442","-0.003","Kyle Lowry"
"200768","75","73","3 Pointers","0.367","1.31"," 3.93","0.332","0.359","-0.027","Kyle Lowry"
"200768","75","75","2 Pointers","0.633","3.40"," 6.79","0.501","0.481"," 0.020","Kyle Lowry"
"200768","75","70","Less Than 6 Ft","0.257","1.89"," 2.76","0.686","0.606"," 0.080","Kyle Lowry"
"200768","75","74","Less Than 10 Ft","0.358","2.29"," 3.84","0.597","0.546"," 0.051","Kyle Lowry"
"200768","75","74","Greater Than 15 Ft","0.550","2.08"," 5.89","0.353","0.371","-0.018","Kyle Lowry"
"203512","25","25","Overall","1.000","2.72","5.88","0.463","0.457"," 0.005","Lucas Nogueira"
"203512","25","13","3 Pointers","0.170","0.64","1.00","0.640","0.378"," 0.262","Lucas Nogueira"
"203512","25","25","2 Pointers","0.830","2.08","4.88","0.426","0.489","-0.063","Lucas Nogueira"
"203512","25","21","Less Than 6 Ft","0.429","1.28","2.52","0.508","0.603","-0.095","Lucas Nogueira"
"203512","25","22","Less Than 10 Ft","0.619","1.72","3.64","0.473","0.544","-0.071","Lucas Nogueira"
"203512","25","18","Greater Than 15 Ft","0.286","0.84","1.68","0.500","0.373"," 0.127","Lucas Nogueira"
"2449","75","75","Overall","1.000","3.71","7.53","0.492","0.461"," 0.031","Luis Scola"
"2449","75","64","3 Pointers","0.253","0.80","1.91","0.420","0.350"," 0.070","Luis Scola"
"2449","75","74","2 Pointers","0.747","2.91","5.63","0.517","0.499"," 0.018","Luis Scola"
"2449","75","64","Less Than 6 Ft","0.312","1.39","2.35","0.591","0.616","-0.025","Luis Scola"
"2449","75","71","Less Than 10 Ft","0.473","2.01","3.56","0.566","0.561"," 0.005","Luis Scola"
"2449","75","70","Greater Than 15 Ft","0.442","1.43","3.33","0.428","0.372"," 0.056","Luis Scola"
"1626181","38","38","Overall","1.000","2.66","6.26","0.424","0.434","-0.010","Norman Powell"
"1626181","38","33","3 Pointers","0.382","1.03","2.39","0.429","0.354"," 0.075","Norman Powell"
"1626181","38","36","2 Pointers","0.618","1.63","3.87","0.422","0.476","-0.055","Norman Powell"
"1626181","38","27","Less Than 6 Ft","0.210","0.79","1.32","0.600","0.610","-0.010","Norman Powell"
"1626181","38","30","Less Than 10 Ft","0.307","0.92","1.92","0.479","0.542","-0.063","Norman Powell"
"1626181","38","37","Greater Than 15 Ft","0.609","1.53","3.82","0.400","0.374"," 0.026","Norman Powell"
"202335","78","78","Overall","1.000","3.65","8.69","0.420","0.449","-0.029","Patrick Patterson"
"202335","78","70","3 Pointers","0.354","1.09","3.08","0.354","0.350"," 0.004","Patrick Patterson"
"202335","78","77","2 Pointers","0.646","2.56","5.62","0.457","0.490","-0.034","Patrick Patterson"
"202335","78","71","Less Than 6 Ft","0.296","1.41","2.58","0.547","0.606","-0.058","Patrick Patterson"
"202335","78","74","Less Than 10 Ft","0.407","1.78","3.54","0.504","0.547","-0.044","Patrick Patterson"
"202335","78","76","Greater Than 15 Ft","0.534","1.69","4.64","0.365","0.366","-0.001","Patrick Patterson"
"203082","72","72","Overall","1.000","3.03","7.76","0.390","0.430","-0.040","Terrence Ross"
"203082","72","70","3 Pointers","0.395","1.07","3.07","0.348","0.354","-0.006","Terrence Ross"
"203082","72","70","2 Pointers","0.605","1.96","4.69","0.417","0.475","-0.058","Terrence Ross"
"203082","72","57","Less Than 6 Ft","0.208","0.96","1.61","0.595","0.600","-0.005","Terrence Ross"
"203082","72","67","Less Than 10 Ft","0.313","1.22","2.43","0.503","0.543","-0.040","Terrence Ross"
"203082","72","72","Greater Than 15 Ft","0.599","1.61","4.65","0.346","0.367","-0.021","Terrence Ross"
"202692","30","30","Overall","1.000","3.50","6.97","0.502","0.451","0.052","Alec Burks"
"202692","30","27","3 Pointers","0.359","0.97","2.50","0.387","0.354","0.032","Alec Burks"
"202692","30","30","2 Pointers","0.641","2.53","4.47","0.567","0.498","0.069","Alec Burks"
"202692","30","25","Less Than 6 Ft","0.311","1.57","2.17","0.723","0.615","0.109","Alec Burks"
"202692","30","27","Less Than 10 Ft","0.397","1.80","2.77","0.651","0.559","0.091","Alec Burks"
"202692","30","29","Greater Than 15 Ft","0.560","1.60","3.90","0.410","0.374","0.036","Alec Burks"
"203187","59","59","Overall","1.000","2.00","5.02","0.399","0.439","-0.041","Chris Johnson"
"203187","59","45","3 Pointers","0.355","0.56","1.78","0.314","0.352","-0.038","Chris Johnson"
"203187","59","58","2 Pointers","0.645","1.44","3.24","0.445","0.483","-0.038","Chris Johnson"
"203187","59","45","Less Than 6 Ft","0.301","0.81","1.51","0.539","0.605","-0.065","Chris Johnson"
"203187","59","51","Less Than 10 Ft","0.378","0.93","1.90","0.491","0.548","-0.057","Chris Johnson"
"203187","59","53","Greater Than 15 Ft","0.551","0.95","2.76","0.344","0.368","-0.024","Chris Johnson"
"202324","62","62","Overall","1.000","6.18","13.48","0.458","0.473","-0.015","Derrick Favors"
"202324","62","51","3 Pointers","0.184","0.95"," 2.48","0.383","0.347"," 0.036","Derrick Favors"
"202324","62","62","2 Pointers","0.816","5.23","11.00","0.475","0.503","-0.028","Derrick Favors"
"202324","62","61","Less Than 6 Ft","0.417","3.00"," 5.63","0.533","0.611","-0.078","Derrick Favors"
"202324","62","61","Less Than 10 Ft","0.571","3.79"," 7.69","0.493","0.556","-0.063","Derrick Favors"
"202324","62","59","Greater Than 15 Ft","0.368","2.06"," 4.97","0.416","0.377"," 0.038","Derrick Favors"
"202407","16","16","Overall","1.000","1.63","4.06","0.400","0.446","-0.046","Elijah Millsap"
"202407","16","13","3 Pointers","0.323","0.50","1.31","0.381","0.354"," 0.027","Elijah Millsap"
"202407","16","15","2 Pointers","0.677","1.13","2.75","0.409","0.492","-0.082","Elijah Millsap"
"202407","16","12","Less Than 6 Ft","0.308","0.75","1.25","0.600","0.603","-0.003","Elijah Millsap"
"202407","16","12","Less Than 10 Ft","0.385","0.88","1.56","0.560","0.555"," 0.005","Elijah Millsap"
"202407","16","15","Greater Than 15 Ft","0.508","0.69","2.06","0.333","0.365","-0.031","Elijah Millsap"
"203475","6","6","Overall","1.000","1.00","2.17","0.462","0.417"," 0.045","Erick Green"
"203475","6","4","3 Pointers","0.308","0.33","0.67","0.500","0.363"," 0.137","Erick Green"
"203475","6","4","2 Pointers","0.692","0.67","1.50","0.444","0.461","-0.017","Erick Green"
"203475","6","3","Less Than 6 Ft","0.231","0.17","0.50","0.333","0.582","-0.248","Erick Green"
"203475","6","3","Less Than 10 Ft","0.385","0.33","0.83","0.400","0.519","-0.119","Erick Green"
"203475","6","4","Greater Than 15 Ft","0.462","0.33","1.00","0.333","0.373","-0.040","Erick Green"
"202330","80","80","Overall","1.000","3.63","7.85","0.462","0.448"," 0.014","Gordon Hayward"
"202330","80","73","3 Pointers","0.344","1.03","2.70","0.380","0.353"," 0.027","Gordon Hayward"
"202330","80","80","2 Pointers","0.656","2.60","5.15","0.505","0.491"," 0.014","Gordon Hayward"
"202330","80","69","Less Than 6 Ft","0.255","1.26","2.00","0.631","0.605"," 0.026","Gordon Hayward"
"202330","80","75","Less Than 10 Ft","0.354","1.49","2.78","0.536","0.551","-0.015","Gordon Hayward"
"202330","80","78","Greater Than 15 Ft","0.562","1.76","4.41","0.399","0.372"," 0.027","Gordon Hayward"
"1626266","1","1","Overall","1.0"," 1"," 2","0.5","0.339"," 0.161","J.J. O'Brien"
"1626266","1","1","3 Pointers","0.5"," 0"," 1","0.0","0.325","-0.325","J.J. O'Brien"
"1626266","1","1","2 Pointers","0.5"," 1"," 1","1.0","0.363"," 0.637","J.J. O'Brien"
"1626266","1","0","Less Than 6 Ft",NA,NA,NA,NA,NA,NA,"J.J. O'Brien"
"1626266","1","0","Less Than 10 Ft",NA,NA,NA,NA,NA,NA,"J.J. O'Brien"
"1626266","1","1","Greater Than 15 Ft","1.0"," 1"," 2","0.5","0.328"," 0.172","J.J. O'Brien"
"203481","48","48","Overall","1.000","2.98","6.85","0.435","0.474","-0.039","Jeff Withey"
"203481","48","21","3 Pointers","0.094","0.19","0.65","0.290","0.327","-0.036","Jeff Withey"
"203481","48","47","2 Pointers","0.906","2.79","6.21","0.450","0.502","-0.053","Jeff Withey"
"203481","48","38","Less Than 6 Ft","0.517","1.77","3.54","0.500","0.605","-0.105","Jeff Withey"
"203481","48","44","Less Than 10 Ft","0.690","2.23","4.73","0.471","0.548","-0.077","Jeff Withey"
"203481","48","36","Greater Than 15 Ft","0.267","0.71","1.83","0.386","0.374"," 0.012","Jeff Withey"
"204060","76","76","Overall","1.000","1.82","4.22","0.430","0.442","-0.013","Joe Ingles"
"204060","76","61","3 Pointers","0.386","0.57","1.63","0.347","0.342"," 0.005","Joe Ingles"
"204060","76","66","2 Pointers","0.614","1.25","2.59","0.482","0.493","-0.011","Joe Ingles"
"204060","76","43","Less Than 6 Ft","0.262","0.74","1.11","0.667","0.614"," 0.053","Joe Ingles"
"204060","76","52","Less Than 10 Ft","0.374","0.87","1.58","0.550","0.550"," 0.000","Joe Ingles"
"204060","76","68","Greater Than 15 Ft","0.533","0.79","2.25","0.351","0.364","-0.013","Joe Ingles"
"203526","81","81","Overall","1.000","3.22","6.84","0.471","0.437","0.034","Raul Neto"
"203526","81","69","3 Pointers","0.316","0.84","2.16","0.389","0.361","0.028","Raul Neto"
